film_title,imdb_id,film_year,production_country,director,release_month,release_year,release_location,production_locality,production_company,cast
Indiana,tt1065441,1920,Italy,nm2522802,September,1920,Italy,Rome,Tespi Film,"nm0439188, nm0658551"
La signorina... madre di famiglia,tt1047681,1924,Italy,nm0303120,August,1924,Italy,Rome,Films Gallone,"nm0137706, nm0303122, nm0352120, nm2678089, nm0682595"
Die Puppenkönigin,tt0487481,1925,Germany,nm0726729,January,1925,Germany,,Trianon-Film GmbH,"nm0414294, nm0509573, nm0488932, nm0475470, nm0913727, nm0091842, nm0246842, nm0944290"
Burrasca a ciel sereno,tt1045037,1914,Italy,,July,1914,Italy,Rome,Società Italiana Cines,"nm0137706, nm0172822, nm0350524"
La Gioconda,tt0176765,1916,Italy,nm0734958,June,1916,Italy,Turin,Società Anonima Ambrosio,"nm0109266, nm0538729, nm0610618, nm0484334"
Paraninfo,tt0025626,1934,Italy,nm0657535,January,1940,USA,,Ventura,"nm0615604, nm0030601, nm0266928, nm0307197, nm0677779, nm0683647, nm0025134, nm1547890, nm1021252, nm0173049, nm1560231, nm0219166, nm0322388, nm0414294, nm0891614"
Il faro n. 13,tt0929422,1920,Italy,nm0320488,March,1920,Italy,Turin,Circe Film,"nm1522679, nm0142821, nm0142823, nm0762718"
Madre,tt1047643,1917,Italy,nm0303120,January,1917,Italy,Rome,Cosmopoli Film,"nm0303122, nm2677807, nm0682530"
Il mulino del Po,tt0299354,,Italy,,,1963,,,RAI Radiotelevisione Italiana,"nm0885203, nm0683647, nm0493980, nm0608311, nm0581794, nm0598720, nm0581024, nm0140015, nm5402961, nm0233604, nm3286888, nm0321501, nm0890192, nm1245145, nm5403474, nm5403026, nm7359629, nm0681233, nm0265109, nm0632425, nm1159631, nm5403508, nm0762785, nm1158427, nm0651334, nm0124376, nm0493982, nm5403306, nm2030602, nm5403213, nm0161877, nm0279914, nm0659461, nm5403233, nm1816742, nm5403221, nm0818908, nm0602520, nm0746296, nm0136823, nm1160610, nm5403013, nm5403705, nm2238046, nm0961535, nm5403599, nm0271014, nm5403749, nm2246081, nm5403319, nm3694817, nm0798570, nm0544075, nm0093786, nm0621372, nm5403307, nm0487314, nm1360864, nm0300767, nm0869799, nm5403567, nm0867160, nm0172937, nm5403737, nm0872282, nm4101263, nm0605291, nm1167165, nm0109266, nm1179346, nm0046785, nm0274069, nm1044819, nm0346358, nm0664821, nm1361261, nm0563497"
Baby l'indiavolata,tt0278957,1916,Italy,nm0209738,December,1922,Portugal,,,"nm0070959, nm0078116, nm0207107, nm0211158"
La signora Rebus,tt1080998,1918,Italy,nm0734958,September,1918,Italy,Turin,Rodolfifilm,"nm0109266, nm0658055, nm0658551, nm0734958"
Novecento,tt0074084,1976,"France, Italy, West Germany",nm0000934,September,1976,France,,"Produzioni Europee Associati (PEA), Les Productions Artistes Associés, Artemis Film","nm0000134, nm0000367, nm0761212, nm0078116, nm0079341, nm0115834, nm0143743, nm0001330, nm0377052, nm0777951, nm0885098, nm0885123, nm0536128, nm0729887, nm0132137, nm0667615, nm0531423, nm0684838, nm0104418, nm0097967, nm0599998, nm0315651, nm0527135, nm0690763, nm0671010, nm0702773, nm0173189, nm0579634, nm0054670, nm0197966, nm0896235, nm0266741, nm0097962, nm0784814, nm0208035, nm0275023, nm0728967, nm0308236, nm0622095, nm0466897, nm0762248, nm0000661, nm0000044, nm0194848, nm0585600, nm0613824, nm0689060, nm0784108"
La passaggera,tt0963325,1918,Italy,nm0952610,February,1918,Italy,Turin,Itala Film,"nm0448656, nm0579618, nm0596837, nm0626131"
Marthú che ha visto il diavolo,tt0331286,1921,Italy,nm0021933,December,1921,Italy,"Rome, Turin",Fert Film,"nm0021935, nm1252987, nm0757369"
Das Spiel mit dem Feuer,tt0012720,1921,Germany,"nm0472046, nm0927468",May,1921,Germany,,Decla-Bioscop AG,"nm0083747, nm1909526, nm0249703, nm0368117, nm0382357, nm0432721, nm0439188, nm0472174, nm0686783, nm0750294, nm1912838, nm1273248, nm0904130"
Fior d'amore e fior di morte,tt1045090,1912,Italy,,,1912,Italy,Rome,Società Italiana Cines,"nm0637019, nm0321346, nm0350524"
La Possession,tt0020284,1929,France,nm0674600,May,1929,France,,Franco Films,"nm0078116, nm0347389, nm0738041, nm0041303, nm0637496, nm0210469, nm1291436, nm1291833, nm0244765, nm0415199, nm0558886"
La trilogia di Dorina,tt0963351,1917,Italy,nm0952610,November,1917,Italy,Turin,Itala Film,"nm0579618, nm0591622, nm0599973, nm0603386, nm0626131, nm0744105, nm0850499"
Smarrita!,tt1065507,1921,Italy,nm0030748,April,1921,Italy,Rome,Nova Film,"nm0078261, nm0131042, nm0439188, nm2712756, nm2552976, nm2447058"
La sfinge,tt0203124,1920,Italy,nm0730743,October,1920,Italy,Rome,"Bertini Film, Caesar Film","nm0016688, nm0078116, nm1287181, nm0526266, nm0663286, nm0688230"
Il Giglio della palude,tt0176755,1912,Italy,nm1193022,October,1912,Italy,Turin,Savoia Film,"nm1291873, nm0414294, nm0518359"
Vedi Napoli e poi muori,tt0268010,1924,Italy,nm0673035,November,1924,Italy,Naples,Lombardo Film,"nm0350524, nm0667546, nm0850236"
Fiaccola sotto il moggio,tt0342414,1916,Italy,nm0734958,September,1916,Italy,Turin,Società Anonima Ambrosio,"nm0952610, nm0538729, nm0610618, nm0484334, nm0124744, nm1518450, nm0850499"
Mesti ricordi,tt1045165,1914,Italy,,August,1914,Italy,Rome,Società Italiana Cines,"nm0137706, nm0350524, nm0526921"
Gerusalemme liberata,tt0175659,1911,Italy,nm0345500,May,1911,Italy,Rome,Società Italiana Cines,"nm0637019, nm0855870, nm0146335, nm0315780, nm0624446, nm0597279, nm1014493, nm0021935, nm0070962"
La principessa Zoe,tt0456614,1920,Italy,,July,1920,Italy,Rome,Celio Film,"nm0161750, nm0302942, nm1266871, nm0762531, nm0762718, nm1146438"
Il bosco sacro,tt0158511,1915,Italy,nm0303120,,,,,,nm0096330
Sangue blu,tt0201063,1914,Italy,nm0654581,September,1914,Italy,Rome,Celio Film,"nm0078116, nm0161750, nm1296672, nm0302942, nm0352120, nm1294238, nm0705304"
Val d'olivi,tt0215298,1916,Italy,nm0734958,February,1916,Italy,Turin,Società Anonima Ambrosio,"nm1271344, nm0138479, nm1271630, nm0231876, nm0538729, nm0744105, nm0768865, nm0865998, nm0890415"
Love Is Watching,tt2841832,1914,Italy,,May,1914,USA,Milan,Milano Film,nm0381428
Rose vermiglie,tt0965527,1917,Italy,nm0546917,June,1917,Italy,Turin,Itala Film,"nm0021935, nm0546917"
Friquet,tt0456419,1919,Italy,nm0952610,September,1919,Italy,Naples,Lombardo Film,"nm0350524, nm0626131, nm0526921, nm1426313, nm1513704, nm1917503, nm1909921"
Per non morire,tt1041818,1915,Italy,nm0407846,April,1915,Italy,Rome,Celio Film,"nm0302942, nm0414294"
La cittadella,tt0419316,,Italy,,,1964,,,RAI Radiotelevisione Italiana,"nm0526958, nm0031355, nm0812741, nm0345423, nm0542077, nm1111851, nm0311168, nm0250613, nm0385951, nm0818298, nm0786319, nm0217377, nm0667611, nm5393838, nm0070858, nm0545858, nm0669587, nm0813059, nm0016287, nm0744103, nm0901763, nm0867333, nm5125215, nm0798570, nm0315984, nm0274986, nm0230899, nm0869224, nm0875713, nm1569239, nm0324645, nm0316340, nm0660007, nm0187927, nm0053531, nm0207961, nm0681312, nm0109266, nm1068638, nm0431006, nm0408490, nm0147940, nm0627546, nm5394542, nm0116460, nm0656483, nm0694550, nm0538969, nm3292581, nm0181298, nm0208662, nm0813006, nm5394112, nm2145916, nm0557806, nm0129316, nm1110836, nm0022066, nm0143303, nm0541963, nm1279130, nm0585071, nm0124376, nm0553335, nm0644124, nm5393549, nm0700689, nm0274102, nm0314314, nm0707886, nm0161877, nm0923421, nm0254995, nm0518352, nm0667613, nm0814433, nm0304864, nm0563670, nm0754669, nm0484759, nm0733689, nm0854661, nm0080503, nm0853730, nm5329966, nm1941970, nm0518419, nm4141888, nm0881099, nm0889115, nm5394231, nm0307337, nm1065943, nm0411299, nm0726019, nm0173174, nm0287347, nm1163267, nm0108386, nm0524573, nm0080763, nm0037876, nm0880894, nm1096368, nm0800626, nm0029594, nm0309798, nm0807564, nm0493964, nm1045984, nm1015278, nm4311114, nm0815092"
La piccola fonte,tt0194238,1917,Italy,nm0730743,April,1917,Italy,Rome,Caesar Film,"nm0070962, nm0078116, nm0207107, nm0632423, nm0648859"
Malìa,tt0183479,1917,Italy,nm0207107,January,1919,Portugal,Rome,Caesar Film,"nm0016688, nm0078116, nm0448656, nm1293658, nm1032488, nm0819010"
Folchetto di Narbona,tt1065430,1910,Italy,nm0266080,,1910,Italy,Rome,Film d'Arte Italiana,"nm0078116, nm1883879, nm1301183, nm1301949"
Villa Falconieri,tt0435512,1928,"Germany, Italy",nm0652650,March,1929,Italy,Turin,"Richard-Oswald-Produktion, Societa Anonima Stefano Pittaluga","nm0414294, nm0836765, nm0336618, nm0572135, nm0762718, nm0401555, nm0274034, nm0082101"
La tartaruga,tt0965686,1918,Italy,nm0143975,April,1918,Italy,Rome,Medusa Film,"nm0211282, nm1524080, nm0538729, nm0664698"
Capriccio mortale,tt1047593,1915,Italy,nm0303120,February,1915,Italy,Rome,Società Italiana Cines,"nm1216023, nm1271564, nm0303122"
Sulla falsa strada,tt0965683,1913,Italy,,,1913,Italy,Turin,Savoia Film,"nm1291873, nm0414294, nm0518359, nm0537818"
Carnevalesca,tt0161378,1918,Italy,nm0657535,January,1918,Italy,,,"nm0096330, nm0590786, nm0667546, nm0899528"
Il quadro di Osvaldo Mars,tt0275610,1921,Italy,nm0109264,June,1921,Italy,Turin,Rodolfifilm,"nm0109266, nm0162321, nm0231876, nm0693529, nm0785378"
La rosa di Tebe,tt0200067,1912,Italy,nm0345500,May,1912,Italy,Rome,Società Italiana Cines,"nm0078116, nm1014493, nm0526921, nm0637019"
Eine Frau von Format,tt0258588,1928,Germany,nm0920853,December,1928,Finland,,Terra-Filmkunst,"nm0160130, nm0503997, nm0858160, nm0308460, nm0382357, nm0439188, nm0911133"
Pierrot,tt0903927,1917,Italy,nm0439188,June,1917,Italy,Milan,David-Karenne Film,"nm0439188, nm0597903"
Il pappagallo della zia Berta,tt0192429,1912,Italy,nm0315780,October,1912,Italy,Turin,Società Anonima Ambrosio,nm0078116
San Francesco il poverello d'Assisi,tt0201058,1911,Italy,nm0345500,December,1911,Spain,Rome,Società Italiana Cines,"nm0021935, nm0315780, nm0624446"
La stella del cinema,tt0022431,1931,Italy,nm0021933,June,1931,Italy,,Società Italiana Cines,"nm0215823, nm0825923, nm0712319, nm0856480, nm8737887, nm0545528, nm0648851, nm0135635, nm0659284, nm0177815, nm0051737, nm0682595, nm1029576, nm0187464, nm0016290, nm0021933, nm0109264, nm0109266, nm0133153, nm0266031, nm0289772, nm0323022, nm0414294, nm0553335, nm0632426, nm0237868, nm0688762, nm0726729, nm0755351"
Il marito dell'amica,tt1175215,1919,Italy,nm0211634,January,1919,Italy,Turin,Gladiator Film,"nm0109266, nm0135493, nm2526103, nm0785378, nm0872195"
La donna nuda,tt0004384,1914,Italy,nm0303120,April,1914,Italy,Rome,Società Italiana Cines,"nm0096330, nm0681441, nm0684960, nm0135304, nm0135303"
Il salto del lupo,tt0978368,1913,Italy,nm0554245,January,1913,Italy,Rome,Società Italiana Cines,nm0579618
L'incognita,tt0179238,1922,Italy,nm0726729,November,1922,Italy,"Rome, Turin",Fert Film,"nm0051737, nm0082101, nm0144302, nm0414294, nm0448656, nm0759474"
Amore vince sempre,tt0250954,1921,Italy,,,,,,,nm0078116
Chi è più felice di me!,tt0029988,1938,Italy,nm0109264,January,1938,Italy,,Società Anonima Films Attualità (SAFA),"nm0771908, nm0095950, nm0414294, nm0188133, nm0177815, nm4437956, nm0738871, nm0053245, nm0231560, nm0139542, nm0546491, nm0244599, nm4437941, nm1847153, nm0813059, nm0553335, nm4437949"
Frauenmoral,tt0014059,1923,"Germany, Netherlands",nm0294276,October,1923,Netherlands,,"Nordisk Film, Theo Frenkel Film Cie., Turma Film","nm0257406, nm0538729, nm0543029, nm0547972, nm0547998, nm0688480, nm0386830, nm0362501, nm0018828, nm0458635, nm0435227"
Frou-Frou,tt0174669,1918,Italy,nm0207107,March,1918,Italy,Rome,Caesar Film,"nm0078116, nm0207107, nm0286480, nm0312909, nm0784988, nm0872195"
Andreina,tt0255795,1917,Italy,nm0784988,January,1917,Italy,Rome,Caesar Film,"nm0070962, nm0078116, nm0080672, nm1291734, nm0207107, nm0211158, nm3803683, nm0321500, nm0347032, nm1290422, nm0682544"
Re Lear,tt0001378,1910,Italy,nm0516263,December,1910,Spain,Rome,Film d'Arte Italiana,"nm0637025, nm0078116, nm0316269, nm0156990"
La dama e il mistero,tt0965602,1921,Italy,nm0657535,June,1921,Italy,Rome,Rinascimento Film,"nm0070959, nm1883759, nm0538729"
Idillio tragico,tt0178617,1912,Italy,nm0624511,,,,,,"nm0078116, nm0172822, nm0208352, nm0302942, nm0315780"
Notte di tempesta,tt0172892,1916,Italy,nm0957995,November,1916,Italy,Milan,Silentium Film,"nm0021935, nm0070221, nm0277372, nm0320278, nm2560901, nm0681213, nm2562535, nm0824971, nm1273427"
Vietato ai minorenni,tt0036500,1944,Italy,nm0557084,March,1944,Italy,,Industrie Nazionali Associate Cinematografiche (I.N.A.C.),"nm0893032, nm0869224, nm0620518, nm0541445, nm0798309, nm0311165, nm0539174, nm0046785, nm0179762, nm0233614, nm0315648, nm0323022, nm0345311, nm0496408, nm0685066, nm0762718, nm0758047, nm0812163, nm0816530, nm0866463, nm0894503, nm0956984"
Per la felicità degli altri,tt1063642,1914,Italy,nm0624511,June,1914,Italy,Milan,Milano Film,"nm1298942, nm0381428, nm2709059, nm0785802"
Seconda B,tt0025757,1934,Italy,nm0018136,,,,,Industrie Cinematografiche Artistiche Romane (I.C.A.R.),"nm0865493, nm0672809, nm0219166, nm0149085, nm0957867, nm0755351, nm0109266, nm0899262, nm0553335, nm0812163, nm0809130, nm2134589, nm0685066, nm0408490, nm2131967, nm0045263, nm0044543, nm0697763, nm4723019, nm0187642, nm0481343, nm0664518, nm2133681, nm0079338, nm0080586, nm1021252, nm1505360, nm4722958, nm4723043, nm1549276, nm1549379, nm4722967, nm4722978, nm4723038, nm4723012, nm4723040, nm4722964, nm0723052, nm4723035, nm4723013, nm4722977, nm4723001, nm4722960, nm4723014, nm1847068, nm4723034, nm0699753, nm4722959, nm4723015, nm0951504"
La signora senza pace,tt1063654,1919,Italy,nm0624511,May,1919,Italy,Rome,Film d'Arte Italiana,"nm0138479, nm0312909, nm1722531, nm0381428"
Der Tiger des Zirkus Farini,tt0013677,1923,Germany,nm0469170,August,1923,Germany,,Jakob Karol Film GmbH,"nm0538729, nm0466232, nm0298226, nm0504811, nm0666006, nm0797728, nm0785802, nm0681620, nm0266234, nm0913188, nm0368117, nm0225905, nm0002161, nm0723801, nm0475470, nm0075237"
Un dramma a Firenze,tt0295218,1912,Italy,nm0266080,January,1912,Spain,Rome,Film d'Arte Italiana,"nm0078116, nm1011921, nm1049615"
Mio figlio Nerone,tt0049508,1956,"France, Italy",nm0826642,September,1956,Italy,,"Les Films Marceau, Produzione Cinematografica F.I.D.E.S., Titanus","nm0814773, nm0001120, nm0841797, nm0000003, nm0053582, nm0139214, nm0233946, nm0298918, nm0239207, nm1009425, nm0596968, nm0670971, nm0103854, nm0131036, nm1006836, nm0301562, nm0689060, nm0791176, nm0855241, nm0898964, nm0590452, nm0608533, nm0738106, nm0209740, nm0872820, nm0855722, nm0663057, nm0563462, nm0848546"
Turbine d'odio,tt0211693,1914,Italy,nm0303120,July,1914,Italy,Rome,Società Italiana Cines,"nm0224058, nm0579618, nm0637019, nm1295384, nm1303306"
L'ostacolo,tt1063640,1915,Italy,nm0624511,November,1915,Italy,Milan,Milano Film,"nm0215956, nm0381428, nm0785802"
I sette peccati capitali,tt1177940,1918,Italy,nm0211158,,1918,Italy,,,"nm0078116, nm0211158, nm0667546, nm0016688"
Il perfetto amore,tt1080968,1918,Italy,nm0109264,December,1918,Italy,Rome,Società Italiana Cines,"nm0109266, nm0266031, nm0693529"
Le pioniere della macchina da presa,tt0452377,1993,Italy,nm0265782,,1993,,,RAI Radiotelevisione Italiana,"nm0131145, nm0144313, nm0195176, nm0439188, nm0636528, nm1269902, nm1281320, nm1856511"
Judith,tt0014170,1923,Netherlands,nm0294276,June,1923,Germany,,"Theo Frenkel Film Cie., Turma Film","nm0458635, nm0510761, nm0538729, nm0543029, nm0547998, nm0576791, nm0666813, nm0739694, nm0754084, nm0758162"
Quando eravamo muti,tt1065486,1935,Italy,nm0143975,,1935,Italy,,Giani Film,"nm0070962, nm0078116, nm0094801, nm0096330, nm0135421, nm0144302, nm0211158, nm0303122, nm0350524, nm0414293, nm0414294, nm1288842"
Tempesta sul golfo,tt0036417,1943,Italy,nm0726729,March,1943,Italy,,Lux Film,"nm0266031, nm0154804, nm0070955, nm0880210, nm0274102, nm0414294, nm0683647, nm0230485, nm0769380, nm0383819, nm0401555, nm0681441, nm0545067, nm0110299, nm0697763, nm0138601, nm0195003, nm0667613, nm0678689, nm0622799, nm0676131, nm0244596, nm1091085, nm0223884, nm0898964"
L'ospite di mezzanotte,tt1175068,1914,Italy,,March,1914,Italy,Rome,Società Italiana Cines,"nm1553082, nm0224058, nm0557831, nm0746296, nm0579618"
Romanticismo,tt7197794,1954,Italy,nm0087730,,1954,,,RAI Radiotelevisione Italiana,"nm0727311, nm0868916, nm0109266, nm0385872, nm2244871, nm0754636, nm0803398, nm0673393, nm0161877, nm1717155, nm0046670, nm6127192, nm9167869, nm0208522, nm6685434, nm0093850, nm0665134, nm0818990"
Amore rosso,tt0197236,1921,Italy,nm0726729,June,1921,Italy,"Rome, Turin",Fert Film,"nm0082101, nm0137706, nm0144302, nm1250994, nm0414294, nm0448656, nm0637019, nm0650750"
Dopo il veglione,tt0169784,1914,Italy,nm0312866,November,1914,Italy,Milan,Milano Film,"nm0333309, nm0381428, nm1283828, nm0785802"
Lacrymae rerum,tt1065449,1916,Italy,nm0209738,June,1916,Italy,Rome,Caesar Film,"nm0070959, nm0078116, nm0207107, nm0209738"
Vacanze d'inverno,tt0053402,1959,"France, Italy","nm0557840, nm0002189",June,1959,Italy,,"Athena Cinematografica, Gallus Films, Sofradis","nm0006807, nm0545352, nm0001120, nm0744103, nm0699019, nm0336582, nm0758047, nm0442304, nm0583708, nm0883574, nm0169997, nm0759395, nm0187584, nm0545615, nm0814773, nm0876947, nm0109266, nm0102679, nm0133174, nm0131036, nm0538969, nm0615979, nm0663943"
La donna e l'uomo,tt0330235,1923,Italy,nm0657535,June,1923,Italy,Rome,Rinascimento Film,"nm0579618, nm0743099, nm0667546, nm1146178, nm0078261"
L'esplosione del forte B.2,tt1041728,1914,Italy,nm1156070,,1914,Italy,Turin,Pasquali e C.,"nm0414294, nm0784988, nm0139215, nm0162322, nm1156070"
La danza della vita e della morte,tt1047605,1917,Italy,nm0684659,February,1917,Italy,Rome,Cosmopoli Film,"nm0131206, nm0274065, nm0303122, nm0682530"
Il trovatore,tt1065518,1910,Italy,nm0309163,,1910,Italy,Rome,Film d'Arte Italiana,"nm0078116, nm2711208, nm2708567, nm1218250"
Retaggio d'odio,tt0963329,1914,Italy,nm0654581,January,1914,Italy,Rome,Società Italiana Cines,"nm0138409, nm0144663, nm0526921, nm0557831, nm0579618, nm0684960, nm1295384"
Salomé,tt0393670,1910,Italy,nm0266080,July,1910,UK,Rome,Film d'Arte Italiana,"nm0503227, nm1526655, nm1035410, nm1218250, nm0078116, nm1301183"
Trittico italiano,tt1041868,1918,Italy,,December,1918,Italy,Rome,"Ministero della Marina, Società Italiana Cines","nm0132036, nm0137706, nm0172822, nm0266032, nm0414293, nm0439188, nm0637019, nm0663286, nm0667546"
Christus,tt0006511,1916,Italy,nm0030748,April,1916,Spain,Rome,Società Italiana Cines,"nm0664698, nm0637019, nm0350524, nm0557831, nm1249784, nm0143332, nm1531292, nm0208019, nm0526921, nm0688230, nm0746296, nm0899528"
Celle qui domine,tt0017741,1927,France,"nm0303120, nm0537222",December,1927,France,,Paris International Film,"nm0537222, nm0303122, nm0135632, nm0202679, nm0028823, nm0644054, nm0137719, nm1302504, nm0109469, nm1299354, nm0322829, nm0901357"
Anima tormentata,tt1041688,1919,Italy,nm0143333,February,1919,Italy,Rome,Tiber-film,"nm0137706, nm0172822, nm0352120, nm0414294, nm0553335"
La Damina di porcellana,tt0903812,1917,Italy,nm0439188,November,1917,Italy,Rome,Novissima Film,"nm0135421, nm0439188"
Il cavalier Petagna,tt1047596,1926,Italy,nm1290518,June,1926,Italy,Turin,Cinès-Pittaluga,"nm0303122, nm1916496, nm0953131, nm0784988"
Il banchiere,tt0806929,1913,Italy,,May,1913,France,Rome,Società Italiana Cines,"nm0137706, nm2269238, nm0557831, nm0579618"
La figlia della tempesta,tt0193160,1917,Italy,nm0211634,February,1917,Italy,Turin,Gladiator Film,"nm0021935, nm0124744, nm0142822, nm0161733, nm0679170"
La marcia nuziale,tt0025470,1936,"France, Italy",nm0094801,February,1936,USA,,"Mander Film, Paris-Rome Films","nm0658332, nm0138479, nm0064891, nm0487137, nm0635371, nm0095155, nm0895766, nm0109266, nm0681441, nm0957867, nm2054566, nm0082101, nm0110299, nm0484759, nm0195830, nm0676131, nm1847068"
Der Film im Film,tt0173839,1925,Germany,nm0691748,June,1925,Germany,,"Richard Hirschfeld, Berlin","nm0222074, nm0243295, nm0251456, nm0414294, nm0417837, nm0470328, nm0000485, nm0501902, nm0509573, nm0003638, nm0003425, nm0675160, nm0684518, nm0691995, nm0699637, nm0726729, nm0777579, nm0825596, nm0891998, nm0917467, nm0919225, nm0927468"
La piovra,tt0010570,1919,Italy,nm0070374,May,1919,Italy,Rome,"Bertini Film, Caesar Film","nm0078116, nm0637019, nm0667546, nm0771160"
Dopo la raffica,tt1045074,1916,Italy,nm0407846,June,1916,Italy,Rome,Celio Film,"nm0302942, nm0350524, nm1294774"
La principessa,tt0794151,1917,Italy,nm0211158,July,1917,Italy,Rome,Caesar Film,"nm0350524, nm0211158, nm0448656"
Die Frauengasse von Algier,tt0293163,1927,Germany,nm0389275,June,1927,Finland,,Universum Film (UFA),"nm0414294, nm0394806, nm0911914, nm0103113, nm0478862, nm0769888, nm0772300, nm0653288, nm0262134, nm0313308, nm0105976, nm0286097, nm0693043, nm0457117"
Io te uccido!,tt0456478,1919,Italy,nm0030748,January,1919,Italy,Naples,Lombardo Film,"nm0350524, nm0526921, nm0195221, nm0744105"
Metempsicosi,tt0817936,1913,Italy,nm0030748,August,1913,Italy,Rome,Società Italiana Cines,"nm0381428, nm0526921, nm1029576, nm1271564"
La donna altrui,tt1065409,1913,Italy,nm0624511,December,1913,Italy,Rome,Celio Film,"nm0078116, nm0172822, nm0315780"
"Torna, caro ideal!",tt0032046,1939,Italy,nm0109264,December,1939,Italy,,Società Anonima Films Attualità (SAFA),"nm0329746, nm0011563, nm0660035, nm0754636, nm0109266, nm0538080, nm0518352, nm1092230, nm1403175, nm2052057, nm0195830, nm0215345, nm0321501, nm0688770, nm0073264, nm0259820, nm1504785, nm0648851, nm0699736, nm0749435, nm1717251"
L'ultimo atout,tt1065521,1913,Italy,nm0624511,,1913,Italy,Rome,Celio Film,"nm0078116, nm0172822, nm0315780"
L'ombre du péché,tt0014329,1923,France,nm0698839,January,1923,France,,"Diana Karenne, Visions d'Art","nm0885965, nm0439188, nm0216087, nm0336414, nm2512468, nm0231256, nm2531399, nm0092852"
Il ballo della morte,tt1041691,1912,Italy,nm1193022,,1912,Italy,Turin,Savoia Film,"nm2674381, nm0414294, nm0518359"
Ariadne in Hoppegarten,tt0128935,1928,Germany,nm0227602,,1928,Germany,,Maxim-Film GmbH,"nm0002154, nm0414294, nm0376264, nm0103113, nm0728818, nm1772495, nm0068120, nm0842670"
Sterbende Völker - 2. Brennendes Meer,tt0442617,1922,Germany,nm1720536,December,1922,Germany,,Monumental-Film-Werke Berlin,"nm1758727, nm1759962, nm1763326, nm0250790, nm0311413, nm1760152, nm1763526, nm0466776, nm1760241, nm0478151, nm0499000, nm0538729, nm1760332, nm0626520, nm0664257, nm0723801, nm0723802, nm0784988, nm0785802, nm1576164, nm0880619, nm0917467, nm0923377, nm1488840"
Un dramma di Vittoriano Sardou,tt1074508,1918,Italy,nm0734958,April,1918,Italy,Turin,Rodolfifilm,"nm0109266, nm0734958, nm2736537, nm0850499, nm2308299"
Fatale bellezza,tt1065423,1922,Italy,nm0712304,November,1922,Italy,Rome,Caesar Film,"nm0078116, nm0078261, nm1291771, nm1287181, nm0518359, nm0526266, nm1293560, nm0688230"
Un colpo di fulmine,tt1063603,1913,Italy,nm0624511,,1913,Italy,Rome,Società Italiana Cines,"nm1029576, nm0381428"
Il lettino vuoto,tt0182283,1913,Italy,nm0345500,August,1913,France,Rome,Società Italiana Cines,"nm0137706, nm0579618, nm1294250, nm0682204, nm0855870"
L'arrivista,tt0263067,1913,Italy,nm0624511,,,,,Celio Film,nm0078116
